Sun Nov 27 18:49:48 2022    profiler_result

         274689913 function calls (269353762 primitive calls) in 145.197 seconds

   Ordered by: internal time
   List reduced from 15008 to 1588 due to restriction <'wger/wger((?!tests).)*$'>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/gym.py:31(Meta)
        7    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/exercise.py:208(get_owner_object)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/workout_session.py:118(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/log.py:185(LogCreateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/measurements/migrations/0002_auto_20210722_1042.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/config/views/language_config.py:37(LanguageConfigUpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/mailer/apps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/measurements/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/day.py:104(DayCreateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/log.py:96(WorkoutLogDeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/forms.py:82(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0014_merge_20210818_1735.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0005_auto_20190618_1617.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/__init__.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/models/image.py:75(get_owner_object)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/helpers.py:198(WorkoutCalendar)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/ingredient.py:72(IngredientListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/unit.py:74(WeightUnitCreateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/unit.py:97(WeightUnitDeleteView)
        6    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/gym.py:347(get_initial)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/gym.py:431(GymUpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/migrations/0008_auto_20190618_1617.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/apps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/units.py:89(g)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/views.py:108(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/apps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/consts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/schedule.py:303(ScheduleDeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/comments.py:51(ExerciseCommentEditView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0013_auto_20210726_1729.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/migrations/0010_auto_20201211_0205.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/migrations/0003_auto_20170118_2308.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/apps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/repetition_units.py:58(AddView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/log.py:82(WorkoutLogUpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/muscles.py:61(MuscleAddView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/config/apps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/apps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/apps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/equipment.py:70(EquipmentEditView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/muscles.py:92(MuscleDeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/config.py:38(GymConfigUpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/views/images.py:107(ImageDeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/apps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/user.py:600(WgerPasswordChangeView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/views.py:191(IngredientWeightUnitViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/schedule.py:299(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/views.py:130(get_success_url)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/ingredient.py:174(IngredientCreateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/meal_item.py:104(MealItemEditView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/measurements/apps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/models.py:54(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/views.py:165(PermissionView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/license.py:57(LicenseAddView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:221(HelperWorkoutSessionForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/comments.py:70(ExerciseCommentAddView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/log.py:225(LogDeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_type.py:164(ListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/license.py:69(LicenseUpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/weight_units.py:58(AddView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/day.py:54(DayView)
        6    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/comment.py:73(get_owner_object)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/views.py:237(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/measurements/api/views.py:63(MeasurementViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/weight_units.py:70(UpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:104(DayForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/equipment.py:87(EquipmentAddView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/views.py:115(WeightDeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_option.py:164(ListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/gym.py:163(GymAddView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/management/commands/change-exercise-author.py:25(Command)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/muscles.py:73(MuscleUpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/permissions.py:20(CanContributeExercises)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/languages.py:66(LanguageCreateView)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:124(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/categories.py:79(ExerciseCategoryUpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/models.py:92(AbstractHistoryMixin)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/repetition_units.py:70(UpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:249(WorkoutSessionForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/log.py:259(WorkoutLogDetailView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/workout_session.py:60(WorkoutSessionUpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/exercises.py:142(Media)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/views.py:175(WeightCsvImportFormPreview)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/admin_notes.py:127(UpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/widgets.py:48(Html5DateInput)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/user.py:361(UserDeactivateView)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/views.py:244(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/viewsets.py:25(WgerOwnerObjectModelViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/schedule_step.py:122(StepDeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/equipment.py:57(EquipmentListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/ingredient.py:155(IngredientEditView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/meal.py:73(MealEditView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/unit_ingredient.py:95(WeightUnitIngredientUpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/document.py:137(UpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/gym.py:104(GymUserListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/management/commands/add-user-rest.py:11(Command)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/units.py:110(oz)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/forms.py:149(PhysicalActivitiesForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/weight_units.py:89(DeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract.py:144(UpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:41(WorkoutSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/repetition_units.py:89(DeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/models.py:65(__str__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/helpers.py:29(BaseMealItem)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/user.py:396(UserActivateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/generic_views.py:67(WgerPermissionMixin)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/management/commands/inactive-members.py:33(Command)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/views.py:187(RequiredApplicationVersionView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/views.py:247(UserAPIRegistrationViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/sitemap.py:24(ExercisesSitemap)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:119(UserWorkoutTemplateViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/api/views.py:26(WeightEntryViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/gym.py:87(GymListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/management/commands/delete-temp-users.py:28(Command)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/forms.py:304(IngredientForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/forms.py:28(ExerciseImageForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/category.py:36(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:71(WorkoutForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/plan.py:131(PlanEditView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_option.py:90(UpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_type.py:90(UpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/widgets.py:107(ExerciseAjaxSelect)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/ingredient_category.py:29(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/user.py:562(UserListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/serializers.py:38(ExerciseBaseSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:343(SettingViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/forms.py:306(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/sitemap.py:24(NutritionSitemap)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:73(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/unit.py:56(WeightUnitListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/admin_notes.py:164(DeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/views/images.py:87(ImageUpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/management/commands/list-users-api.py:13(Command)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/unit_ingredient.py:127(WeightUnitIngredientDeleteView)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/equipment.py:40(__str__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/workout.py:111(clean)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/user.py:634(WgerPasswordResetConfirmView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/languages.py:97(LanguageEditView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/license.py:88(LicenseDeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/unit.py:122(WeightUnitUpdateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract.py:122(DetailView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_option.py:127(DeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/document.py:174(DeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/api/serializers.py:8(ImageSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:185(WorkoutSessionViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:378(WorkoutLogViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:84(WorkoutLogSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/measurements/api/serializers.py:11(UnitSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/schedule.py:322(ScheduleEditView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/serializers.py:59(EquipmentSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/managers.py:26(GymManager)
        2    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/day.py:46(__str__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/managers.py:68(WorkoutManager)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/managers.py:32(SubmissionQuerySet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/models/meal.py:72(__str__)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/serializers.py:117(LanguageSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:163(WorkoutAndTemplateViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:274(DayViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:137(SettingSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/serializers.py:33(IngredientWeightUnitSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/serializers.py:182(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/serializers.py:232(NutritionPlanSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/languages.py:49(LanguageListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/log.py:223(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/workout.py:277(WorkoutEditView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/views/categories.py:49(ExerciseCategoryListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/views/contract_type.py:127(DeleteView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:148(SettingForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/managers.py:22(ScheduleManager)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/widgets.py:162(CheckboxChoiceInputTranslated)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/forms.py:55(UserLoginForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/serializers.py:69(ExerciseImageSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/permissions.py:20(AllowRegisterUser)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gallery/api/serializers.py:13(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/measurements/api/serializers.py:16(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/serializers.py:49(IngredientWeightUnitInfoSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/serializers.py:141(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/day.py:92(DayEditView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/migrations/0014_merge_20210818_1735.py:6(Migration)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/image.py:112(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/forms.py:243(RegistrationFormNoCaptcha)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/permissions.py:22(WgerPermission)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/serializers.py:123(ExerciseVariationSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/serializers.py:301(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/serializers.py:341(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/serializers.py:46(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/serializers.py:127(DaysOfWeekSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:141(PublicWorkoutTemplateViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:220(ScheduleStepViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/views.py:247(ScheduleViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:89(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/views.py:137(IngredientInfoViewSet)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/serializers.py:112(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/serializers.py:153(LogItemSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/repetition_units.py:49(ListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/weight_units.py:49(ListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:81(WorkoutMakeTemplateForm)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:120(OrderedModelMultipleChoiceField)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/apps.py:21(CoreConfig)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/apps.py:21(ExerciseConfig)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/language.py:34(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/gym/models/admin_user_note.py:28(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/models/rep_unit.py:27(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/config/models/language_config.py:60(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/variation.py:21(Variation)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/fields.py:31(Html5TimeField)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/helpers.py:42(EmailAuthBackend)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/models/setting.py:114(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/forms.py:149(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/generic_views.py:332(TextTemplateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/serializers.py:135(ExerciseInfoAliasSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/api/serializers.py:145(ExerciseCategorySerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/serializers.py:122(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/api/serializers.py:137(LicenseSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:46(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:51(WorkoutTemplateSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:99(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:94(ScheduleStepSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:132(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/api/serializers.py:142(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/serializers.py:38(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/serializers.py:54(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/api/serializers.py:78(IngredientSerializer)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/forms.py:283(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/weight/api/serializers.py:33(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/languages.py:59(LanguageDetailView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/core/views/license.py:48(LicenseListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:194(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:199(WorkoutLogFormHelper)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/forms.py:226(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/manager/views/workout.py:291(WorkoutMarkAsTemplateView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/forms.py:43(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/nutrition/views/ingredient.py:198(PendingIngredientListView)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/middleware.py:79(WgerAuthenticationMiddleware)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/mailer/apps.py:21(Config)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/exercises/models/video.py:168(Meta)
        1    0.000    0.000    0.000    0.000 /Users/adampetik/School/wger/wger/utils/fields.py:45(Html5DateField)
